flow_id,src_ip,src_port,dst_ip,dst_port,protocol,bytes_sent,bytes_received,packets_sent,packets_received,duration_sec,is_internal_traffic,user_agent,url,attack_type,label
FLOW-101950,172.16.5.101,8256,10.0.1.25,443,UDP,1331,3682,11,37,11.505,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101951,192.168.10.15,6106,192.168.10.12,102,TCP,346,1600,3,20,2.458,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101952,198.51.100.89,53711,10.0.1.25,502,TCP,78,37,1,1,6.831,0,Nmap/7.94,,Port-Scan,1
FLOW-101953,172.16.5.102,12065,10.0.1.10,443,TCP,1121,10124,12,151,8.805,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101954,45.33.32.156,24216,192.168.10.55,3389,TCP,71,60,1,1,2.81,0,Masscan/1.3,,Port-Scan,1
FLOW-101955,203.0.113.45,25803,10.0.1.10,23,TCP,46,10,1,1,1.336,0,Unknown,/,Port-Scan,1
FLOW-101956,192.168.10.40,48802,10.0.1.5,102,TCP,1018,10481,12,124,11.627,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101957,192.168.10.40,29221,192.168.10.15,80,TCP,2731,5431,23,39,10.092,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101958,172.16.5.210,35803,192.168.10.15,80,TCP,3407,7921,49,55,4.241,1,SCADA-Client/3.2,,Benign,0
FLOW-101959,45.33.32.156,39581,10.0.1.5,23,TCP,45,45,1,1,9.471,0,Unknown,/,Port-Scan,1
FLOW-101960,192.168.10.40,59503,10.0.1.5,80,TCP,2407,7990,38,89,11.057,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-101961,172.16.5.101,30708,10.0.1.25,80,TCP,2020,4422,14,41,4.854,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101962,172.16.5.210,14182,192.168.10.15,443,UDP,751,5029,5,56,8.132,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101963,172.16.5.108,49543,192.168.10.12,80,UDP,756,5980,5,71,3.261,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101964,194.26.29.112,1939,10.0.1.10,443,TCP,1578,4332,11,32,6.482,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101965,172.16.5.101,49003,192.168.10.12,443,UDP,1306,2203,17,16,4.558,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101966,198.51.100.22,60403,10.0.1.5,3389,TCP,106,48,1,1,10.993,0,Unknown,,Port-Scan,1
FLOW-101967,194.26.29.112,49043,10.0.1.25,21,TCP,1144,251,12,3,12.373,0,paramiko/3.4,/cgi-bin/test,Brute-Force,1
FLOW-101968,45.33.32.156,60459,10.0.1.10,445,TCP,5662,933,37,6,11.018,0,curl/8.4.0,,Exploit-Attempt,1
FLOW-101969,192.168.10.40,35819,192.168.10.15,4840,TCP,3371,6718,34,78,6.981,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101970,192.168.10.15,5538,192.168.10.12,502,TCP,653,6931,7,46,9.848,1,Mozilla/5.0,,Benign,0
FLOW-101971,203.0.113.45,11241,192.168.10.40,445,TCP,1912,1438,21,18,2.653,0,Metasploit/6.3,/login,Exploit-Attempt,1
FLOW-101972,192.168.10.12,42739,10.0.1.5,443,TCP,1218,9060,10,62,12.171,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101973,192.168.10.15,16769,192.168.10.15,443,UDP,1198,1145,10,18,3.2,1,Edge/120.0,/historian/view,Benign,0
FLOW-101974,194.26.29.112,2112,10.0.1.5,445,TCP,46,10,1,1,2.768,0,Masscan/1.3,/login,Port-Scan,1
FLOW-101975,192.168.10.55,49866,10.0.1.10,443,TCP,1635,1791,24,12,3.631,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101976,45.33.32.156,22440,192.168.10.15,22,TCP,935,334,8,3,3.037,0,Hydra/9.5,/,Brute-Force,1
FLOW-101977,192.168.10.40,55292,192.168.10.40,102,UDP,1191,7031,14,49,0.805,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101978,172.16.5.210,35351,192.168.10.15,443,UDP,834,1662,8,16,2.925,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101979,172.16.5.210,34930,192.168.10.12,102,UDP,289,4255,2,38,8.23,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-101980,172.16.5.102,64465,192.168.10.12,102,TCP,2948,11639,23,127,12.287,1,Edge/120.0,,Benign,0
FLOW-101981,45.33.32.156,38868,10.0.1.10,21,TCP,1638,343,14,2,11.004,0,Unknown,/login,Brute-Force,1
FLOW-101982,192.168.10.12,45099,192.168.10.12,443,TCP,3452,10290,43,163,4.24,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-101983,192.168.10.55,11568,10.0.1.5,443,TCP,738,8822,4,135,4.069,1,SCADA-Client/3.2,,Benign,0
FLOW-101984,172.16.5.101,61792,192.168.10.40,4840,UDP,3451,3077,30,25,4.167,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-101985,172.16.5.101,63551,192.168.10.12,80,TCP,1403,9800,11,65,11.537,1,Edge/120.0,,Benign,0
FLOW-101986,192.168.10.40,36453,10.0.1.5,80,UDP,706,10554,8,133,6.262,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-101987,198.51.100.89,52035,192.168.10.15,80,TCP,1874,6345,18,73,9.68,0,Mozilla/5.0,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-101988,172.16.5.108,2397,10.0.1.5,102,TCP,270,8805,4,85,2.003,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-101989,198.51.100.89,26214,192.168.10.40,3389,TCP,1782,880,28,8,1.659,0,Hydra/9.5,/,Brute-Force,1
FLOW-101990,172.16.5.108,24562,10.0.1.25,443,UDP,1227,11050,15,157,11.712,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101991,192.168.10.15,21221,192.168.10.12,4840,TCP,2539,3850,21,32,8.112,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-101992,192.168.10.12,3075,192.168.10.12,4840,TCP,2372,5325,26,39,11.152,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-101993,198.51.100.22,55584,10.0.1.5,1433,TCP,4440,1618,40,12,3.03,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-101994,198.51.100.22,27155,192.168.10.12,80,TCP,2374,6629,19,68,2.278,0,sqlmap/1.7,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-101995,192.168.10.40,31620,192.168.10.12,102,UDP,209,8032,1,76,4.453,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-101996,192.168.10.40,37129,10.0.1.25,502,UDP,1222,5623,9,45,9.545,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-101997,172.16.5.102,59568,10.0.1.25,4840,UDP,1638,9204,22,74,3.585,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-101998,194.26.29.112,16942,192.168.10.12,443,TCP,66,7,1,1,9.831,0,Masscan/1.3,,Port-Scan,1
FLOW-101999,172.16.5.101,3990,192.168.10.55,443,TCP,1236,3697,9,29,11.668,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-102000,192.168.10.55,56782,192.168.10.12,502,UDP,2176,4079,15,37,7.237,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-102001,203.0.113.45,43375,10.0.1.10,1433,TCP,74,43,1,1,9.084,0,Masscan/1.3,,Port-Scan,1
FLOW-102002,203.0.113.45,9924,10.0.1.25,3306,TCP,899,1341,6,16,0.224,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-102003,185.220.101.5,5849,10.0.1.10,443,TCP,3767,3806,55,29,12.418,0,sqlmap/1.7,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-102004,192.168.10.15,40710,192.168.10.55,4840,TCP,1457,8892,11,128,3.87,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102005,192.168.10.15,18412,10.0.1.25,102,TCP,3218,6389,24,60,1.419,1,Mozilla/5.0,,Benign,0
FLOW-102006,172.16.5.108,55299,10.0.1.10,102,TCP,1707,1862,16,13,8.216,1,Edge/120.0,,Benign,0
FLOW-102007,192.168.10.40,58514,10.0.1.25,443,TCP,3460,9814,38,68,12.05,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-102008,194.26.29.112,14977,10.0.1.25,22,TCP,1749,387,20,2,9.719,0,paramiko/3.4,,Brute-Force,1
FLOW-102009,185.220.101.5,3604,10.0.1.25,502,TCP,73,18,1,1,10.164,0,Masscan/1.3,/,Port-Scan,1
FLOW-102010,185.220.101.5,30267,192.168.10.55,23,TCP,66,21,1,1,12.137,0,Masscan/1.3,/login,Port-Scan,1
FLOW-102011,172.16.5.101,48622,192.168.10.55,4840,TCP,727,9792,6,82,5.431,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-102012,172.16.5.108,35543,192.168.10.12,4840,TCP,2663,8919,24,125,5.6,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102013,172.16.5.210,10167,192.168.10.40,4840,TCP,3274,11183,28,183,3.599,1,Edge/120.0,,Benign,0
FLOW-102014,198.51.100.22,49662,192.168.10.12,445,TCP,5260,928,84,13,6.305,0,curl/8.4.0,,Exploit-Attempt,1
FLOW-102015,172.16.5.101,3508,192.168.10.55,502,UDP,1829,5946,13,90,3.671,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-102016,172.16.5.108,45924,192.168.10.12,502,TCP,583,5756,8,49,7.974,1,Mozilla/5.0,,Benign,0
FLOW-102017,203.0.113.45,60851,192.168.10.55,445,TCP,56,36,1,1,5.097,0,Unknown,/login,Port-Scan,1
FLOW-102018,185.220.101.5,43425,10.0.1.5,22,TCP,99,1,1,1,4.845,0,Unknown,/cgi-bin/test,Port-Scan,1
FLOW-102019,192.168.10.55,14629,192.168.10.12,102,TCP,3050,7081,30,84,11.181,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102020,185.220.101.5,46615,192.168.10.15,8080,TCP,94,27,1,1,4.467,0,Nmap/7.94,,Port-Scan,1
FLOW-102021,192.168.10.40,29396,192.168.10.40,502,TCP,2956,7805,36,60,9.945,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-102022,172.16.5.102,20934,192.168.10.55,4840,TCP,280,9770,3,65,2.456,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-102023,172.16.5.101,44807,192.168.10.12,80,TCP,1779,1190,15,11,6.467,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-102024,198.51.100.89,23892,192.168.10.15,445,TCP,6070,1271,68,10,9.903,0,Metasploit/6.3,/,Exploit-Attempt,1
FLOW-102025,192.168.10.40,64428,192.168.10.15,4840,UDP,368,10427,3,88,3.742,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102026,172.16.5.102,60317,192.168.10.40,102,UDP,362,4744,3,33,1.466,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-102027,172.16.5.101,36318,192.168.10.12,102,UDP,945,7255,9,52,9.053,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102028,203.0.113.45,62831,192.168.10.15,8080,TCP,2422,1223,18,8,7.84,0,curl/8.4.0,/cgi-bin/test,Exploit-Attempt,1
FLOW-102029,198.51.100.89,39677,10.0.1.25,445,TCP,70,44,1,1,12.098,0,zgrab/0.x,,Port-Scan,1
FLOW-102030,185.220.101.5,53514,192.168.10.12,3389,TCP,117,36,1,1,11.524,0,Nmap/7.94,/login,Port-Scan,1
FLOW-102031,194.26.29.112,6744,192.168.10.40,502,TCP,97,40,1,1,7.087,0,Nmap/7.94,/login,Port-Scan,1
FLOW-102032,198.51.100.89,41162,192.168.10.15,443,TCP,3510,2838,32,23,10.715,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-102033,198.51.100.22,48285,192.168.10.12,3306,TCP,1895,8432,19,64,0.856,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-102034,185.220.101.5,25700,10.0.1.10,8080,TCP,83,54,1,1,2.247,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-102035,185.220.101.5,59875,192.168.10.55,3389,TCP,422,255,4,1,8.417,0,Hydra/9.5,/login,Brute-Force,1
FLOW-102036,192.168.10.12,39067,192.168.10.55,502,TCP,2913,5601,25,84,12.03,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-102037,45.33.32.156,51398,10.0.1.5,445,TCP,1465,832,15,8,1.778,0,Unknown,/cgi-bin/test,Brute-Force,1
FLOW-102038,192.168.10.12,52824,10.0.1.25,502,UDP,1044,6192,7,49,5.682,1,SCADA-Client/3.2,,Benign,0
FLOW-102039,185.220.101.5,48631,10.0.1.5,3389,TCP,57,17,1,1,10.856,0,Nmap/7.94,/,Port-Scan,1
FLOW-102040,192.168.10.40,62221,192.168.10.12,80,TCP,1874,6361,15,66,1.408,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102041,192.168.10.55,27332,192.168.10.55,502,UDP,1526,6893,22,95,8.562,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102042,192.168.10.12,30840,192.168.10.12,80,TCP,2451,6895,17,45,8.403,1,Edge/120.0,/historian/view,Benign,0
FLOW-102043,192.168.10.40,31593,192.168.10.40,443,TCP,2235,2669,19,37,2.096,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102044,45.33.32.156,32004,10.0.1.10,445,TCP,105,32,1,1,8.382,0,zgrab/0.x,/login,Port-Scan,1
FLOW-102045,45.33.32.156,27316,192.168.10.15,8080,TCP,2775,869,44,7,10.821,0,curl/8.4.0,,Exploit-Attempt,1
FLOW-102046,198.51.100.22,63504,192.168.10.40,502,TCP,98,22,1,1,8.178,0,zgrab/0.x,/,Port-Scan,1
FLOW-102047,198.51.100.89,20634,192.168.10.55,443,TCP,41,8,1,1,5.148,0,Nmap/7.94,,Port-Scan,1
FLOW-102048,192.168.10.40,5731,10.0.1.25,102,TCP,458,11344,3,185,11.541,1,SCADA-Client/3.2,,Benign,0
FLOW-102049,172.16.5.102,17801,10.0.1.5,102,TCP,1020,5945,7,73,6.164,1,Edge/120.0,,Benign,0
FLOW-102050,172.16.5.102,23516,192.168.10.15,102,UDP,3233,9872,26,123,10.225,1,Edge/120.0,/historian/view,Benign,0
FLOW-102051,172.16.5.101,62933,10.0.1.5,443,TCP,512,2447,5,19,10.914,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102052,203.0.113.45,45777,192.168.10.15,502,TCP,3825,555,38,6,8.208,0,Metasploit/6.3,/,Exploit-Attempt,1
FLOW-102053,172.16.5.102,8689,192.168.10.55,80,TCP,366,8262,5,78,8.511,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102054,185.220.101.5,48079,10.0.1.5,21,TCP,1537,875,12,9,6.034,0,Hydra/9.5,,Brute-Force,1
FLOW-102055,45.33.32.156,18821,192.168.10.15,3306,TCP,91,21,1,1,0.437,0,Unknown,,Port-Scan,1
FLOW-102056,185.220.101.5,27985,10.0.1.25,22,TCP,83,41,1,1,4.475,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-102057,172.16.5.108,54429,10.0.1.5,80,TCP,3271,7099,37,48,6.314,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102058,185.220.101.5,53985,192.168.10.15,502,TCP,112,7,1,1,11.482,0,Unknown,/,Port-Scan,1
FLOW-102059,192.168.10.12,21692,192.168.10.40,502,TCP,2813,11016,33,109,1.078,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-102060,192.168.10.15,12882,192.168.10.15,443,UDP,1459,11354,13,105,12.187,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102061,192.168.10.15,28863,192.168.10.12,502,UDP,3041,6936,33,52,7.77,1,SCADA-Client/3.2,,Benign,0
FLOW-102062,45.33.32.156,7576,10.0.1.5,1433,TCP,70,6,1,1,10.551,0,Unknown,/,Port-Scan,1
FLOW-102063,192.168.10.12,8008,192.168.10.15,502,TCP,2492,11229,35,97,6.447,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102064,203.0.113.45,36235,10.0.1.25,21,TCP,119,31,1,1,8.583,0,Unknown,,Port-Scan,1
FLOW-102065,192.168.10.40,21943,10.0.1.10,4840,TCP,1835,6352,14,53,5.973,1,SCADA-Client/3.2,,Benign,0
FLOW-102066,172.16.5.210,45604,192.168.10.15,4840,UDP,737,7354,7,55,10.988,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-102067,192.168.10.12,35921,192.168.10.15,80,TCP,2701,8191,31,62,7.091,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-102068,45.33.32.156,51290,10.0.1.5,3389,TCP,888,735,9,6,11.751,0,paramiko/3.4,/cgi-bin/test,Brute-Force,1
FLOW-102069,172.16.5.102,27589,10.0.1.25,443,TCP,1286,4010,10,28,0.244,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-102070,198.51.100.89,32915,192.168.10.12,4840,TCP,6464,1478,85,11,12.292,0,Metasploit/6.3,,Exploit-Attempt,1
FLOW-102071,198.51.100.22,16087,192.168.10.12,443,TCP,3225,2365,41,20,3.33,0,Mozilla/5.0,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-102072,172.16.5.102,22945,192.168.10.40,80,TCP,1302,4659,9,36,11.837,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-102073,172.16.5.102,27052,10.0.1.25,102,UDP,2468,7706,21,74,7.7,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-102074,192.168.10.15,46139,10.0.1.5,443,TCP,3500,4223,45,43,0.902,1,Edge/120.0,,Benign,0
FLOW-102075,194.26.29.112,57861,10.0.1.10,21,TCP,84,53,1,1,1.025,0,Unknown,/,Port-Scan,1
FLOW-102076,45.33.32.156,59284,10.0.1.25,1433,TCP,115,4,1,1,9.913,0,Unknown,,Port-Scan,1
FLOW-102077,172.16.5.210,28719,192.168.10.40,502,UDP,681,4345,9,54,1.738,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102078,198.51.100.89,51108,10.0.1.25,445,TCP,120,9,1,1,2.731,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-102079,192.168.10.40,12715,192.168.10.40,443,TCP,1007,11903,7,81,9.413,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-102080,192.168.10.55,29228,192.168.10.40,4840,TCP,1020,1888,7,14,8.263,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-102081,192.168.10.15,46295,192.168.10.55,80,TCP,1812,10947,18,74,3.877,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-102082,192.168.10.15,31676,10.0.1.10,80,UDP,1226,1604,14,14,9.058,1,Mozilla/5.0,,Benign,0
FLOW-102083,192.168.10.40,57088,192.168.10.55,80,TCP,2803,11061,46,109,11.54,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102084,172.16.5.102,13610,192.168.10.40,502,TCP,3031,4330,27,29,11.024,1,OPC-UA-Stack/1.4,,Benign,0
FLOW-102085,185.220.101.5,43786,192.168.10.40,4840,TCP,1680,677,13,5,3.204,0,curl/8.4.0,/,Exploit-Attempt,1
FLOW-102086,198.51.100.22,21082,192.168.10.15,8080,TCP,41,36,1,1,0.137,0,Masscan/1.3,,Port-Scan,1
FLOW-102087,172.16.5.108,19418,192.168.10.12,502,TCP,3438,3963,42,30,3.335,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102088,45.33.32.156,32204,192.168.10.12,3306,TCP,888,5695,7,50,11.961,0,python-requests/2.31.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-102089,172.16.5.108,63100,10.0.1.5,443,TCP,2360,6208,24,41,10.228,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102090,198.51.100.89,54587,10.0.1.25,21,TCP,109,51,1,1,0.944,0,Unknown,/cgi-bin/test,Port-Scan,1
FLOW-102091,192.168.10.40,18018,192.168.10.40,443,TCP,2636,7294,32,75,4.607,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-102092,172.16.5.108,4790,10.0.1.10,443,TCP,2726,8303,29,138,6.274,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102093,192.168.10.15,54660,192.168.10.15,4840,UDP,3217,9180,42,90,6.03,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
FLOW-102094,45.33.32.156,37000,192.168.10.12,502,TCP,50,36,1,1,6.12,0,Unknown,/,Port-Scan,1
FLOW-102095,192.168.10.55,29502,192.168.10.55,80,UDP,2832,10081,20,165,5.499,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102096,185.220.101.5,56909,192.168.10.15,8080,TCP,2222,1487,30,10,10.382,0,Mozilla/5.0,/historian/query?sensor=A1;DROP TABLE,SQL-Injection,1
FLOW-102097,203.0.113.45,53597,192.168.10.15,80,TCP,953,8476,6,63,8.836,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-102098,172.16.5.108,28214,10.0.1.10,443,TCP,2722,8536,24,115,4.81,1,SCADA-Client/3.2,,Benign,0
FLOW-102099,194.26.29.112,36340,10.0.1.5,21,TCP,772,724,8,8,10.08,0,Hydra/9.5,/login,Brute-Force,1
FLOW-102100,192.168.10.12,47208,192.168.10.40,102,TCP,1204,4702,11,43,6.235,1,Mozilla/5.0,/api/v1/metrics,Benign,0
FLOW-102101,172.16.5.101,63829,192.168.10.55,80,TCP,624,3436,4,23,1.973,1,Edge/120.0,/historian/view,Benign,0
FLOW-102102,194.26.29.112,2120,192.168.10.12,22,TCP,69,33,1,1,9.22,0,Masscan/1.3,,Port-Scan,1
FLOW-102103,172.16.5.101,61965,192.168.10.15,502,TCP,1807,11729,28,83,2.108,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102104,172.16.5.101,27691,10.0.1.5,502,TCP,1911,6564,19,44,8.032,1,OPC-UA-Stack/1.4,/api/v1/metrics,Benign,0
FLOW-102105,172.16.5.101,35551,192.168.10.40,80,TCP,2520,9496,29,94,4.252,1,OPC-UA-Stack/1.4,/dashboard/scada,Benign,0
FLOW-102106,172.16.5.108,12820,10.0.1.25,80,TCP,1446,5058,15,68,4.147,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-102107,172.16.5.210,57222,192.168.10.12,80,TCP,1295,4990,13,75,6.392,1,Edge/120.0,/dashboard/scada,Benign,0
FLOW-102108,198.51.100.22,8714,192.168.10.55,502,TCP,67,53,1,1,6.439,0,Unknown,/login,Port-Scan,1
FLOW-102109,198.51.100.22,35806,192.168.10.15,3389,TCP,119,52,1,1,0.184,0,Unknown,/,Port-Scan,1
FLOW-102110,185.220.101.5,15762,192.168.10.15,443,TCP,4415,2846,33,24,11.422,0,Mozilla/5.0,/api/v1/telemetry?id=1' OR '1'='1,SQL-Injection,1
FLOW-102111,198.51.100.89,12020,192.168.10.40,8080,TCP,63,44,1,1,0.411,0,Masscan/1.3,,Port-Scan,1
FLOW-102112,203.0.113.45,19039,10.0.1.5,23,TCP,88,21,1,1,8.583,0,Nmap/7.94,/cgi-bin/test,Port-Scan,1
FLOW-102113,203.0.113.45,20004,10.0.1.10,8080,TCP,3053,7652,44,60,10.786,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-102114,172.16.5.102,14756,10.0.1.25,502,UDP,2157,9971,25,69,10.224,1,SCADA-Client/3.2,/historian/view,Benign,0
FLOW-102115,203.0.113.45,39204,10.0.1.25,445,TCP,53,8,1,1,12.398,0,Nmap/7.94,/login,Port-Scan,1
FLOW-102116,192.168.10.40,43573,192.168.10.55,102,TCP,696,7294,6,49,2.953,1,Mozilla/5.0,,Benign,0
FLOW-102117,172.16.5.101,64218,192.168.10.15,443,TCP,835,10905,6,99,11.657,1,SCADA-Client/3.2,,Benign,0
FLOW-102118,192.168.10.40,8135,192.168.10.55,102,TCP,2637,5408,20,54,5.862,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102119,45.33.32.156,46179,10.0.1.25,23,TCP,119,42,1,1,9.369,0,Masscan/1.3,/cgi-bin/test,Port-Scan,1
FLOW-102120,192.168.10.15,19623,192.168.10.40,4840,TCP,1535,7930,14,100,5.635,1,Edge/120.0,/historian/view,Benign,0
FLOW-102121,198.51.100.22,57856,192.168.10.40,3306,TCP,103,56,1,1,7.382,0,Unknown,,Port-Scan,1
FLOW-102122,192.168.10.12,60113,10.0.1.25,4840,UDP,3424,8392,30,125,8.283,1,Mozilla/5.0,/dashboard/scada,Benign,0
FLOW-102123,172.16.5.102,15200,10.0.1.10,502,TCP,2724,2921,19,35,8.903,1,SCADA-Client/3.2,,Benign,0
FLOW-102124,172.16.5.102,27815,192.168.10.40,80,TCP,1859,6515,28,47,1.225,1,Edge/120.0,/api/v1/metrics,Benign,0
FLOW-102125,192.168.10.40,3532,192.168.10.15,502,TCP,2766,1054,36,11,10.803,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102126,185.220.101.5,52801,192.168.10.40,3306,TCP,4228,2479,63,20,5.066,0,python-requests/2.31.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-102127,203.0.113.45,53199,192.168.10.40,445,TCP,117,54,1,1,6.198,0,Nmap/7.94,/,Port-Scan,1
FLOW-102128,192.168.10.40,51331,10.0.1.10,502,UDP,869,550,7,5,9.742,1,SCADA-Client/3.2,/dashboard/scada,Benign,0
FLOW-102129,198.51.100.22,41263,192.168.10.55,8080,TCP,4159,4846,53,36,11.204,0,Mozilla/5.0,/auth/login?u=admin'--,SQL-Injection,1
FLOW-102130,198.51.100.89,53651,192.168.10.15,8080,TCP,93,34,1,1,3.245,0,Nmap/7.94,/,Port-Scan,1
FLOW-102131,203.0.113.45,42715,192.168.10.15,80,TCP,92,28,1,1,3.702,0,Masscan/1.3,,Port-Scan,1
FLOW-102132,172.16.5.210,4059,10.0.1.25,102,TCP,3282,8179,25,57,9.588,1,Edge/120.0,,Benign,0
FLOW-102133,172.16.5.102,25942,192.168.10.55,502,TCP,1364,1439,11,13,10.577,1,Mozilla/5.0,/historian/view,Benign,0
FLOW-102134,172.16.5.102,46394,10.0.1.5,443,TCP,2546,4102,31,38,4.597,1,OPC-UA-Stack/1.4,/historian/view,Benign,0
FLOW-102135,45.33.32.156,58101,10.0.1.25,80,TCP,91,38,1,1,11.874,0,Masscan/1.3,/login,Port-Scan,1
FLOW-102136,45.33.32.156,4324,10.0.1.25,8080,TCP,109,20,1,1,8.028,0,Unknown,/,Port-Scan,1
FLOW-102137,203.0.113.45,15109,192.168.10.55,445,TCP,112,24,1,1,2.665,0,zgrab/0.x,/cgi-bin/test,Port-Scan,1
FLOW-102138,198.51.100.89,43389,192.168.10.15,22,TCP,42,36,1,1,12.299,0,Masscan/1.3,/login,Port-Scan,1
FLOW-102139,198.51.100.22,65216,10.0.1.10,21,TCP,1300,764,9,8,6.024,0,Unknown,/login,Brute-Force,1
FLOW-102140,172.16.5.102,60568,10.0.1.5,80,TCP,1372,5534,10,49,5.04,1,SCADA-Client/3.2,/api/v1/metrics,Benign,0
